ID,Projeto,Tipo,Situação,Título,Descrição,Últimas notas
110989,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-055] [656] O sistema apresentou falha na emissão do parecer consubstanciado ao qual não foi gerado o arquivo PDF correspondente.,"Fomos comunicados que o sistema não está apresentando o PDF de parecer do consubstanciado na árvore de arquivos e consequentemente também não atualizou a situação do protocolo ""Ep7"".

DADOS DO PROJETO:
Título da Pesquisa: Estudo de Fase III, Randomizado, Multicêntrico, Aberto, Comparativo Global para Determinar a Eficácia de Durvalumab ou Durvalumab e Tremelimumab em Combinação com Quimioterapia a Base de Platina para o Tratamento de Primeira Linha em Participantes da Pesquisa com Câncer de Pulmão de Células Não Pequenas (NSCLC) Metastático (POSEIDON)
Pesquisador Responsável: Gustavo Dix Junqueira Pinto
CAAE: 68844417.3.2023.5437
Submetido em: 03/06/2024
Instituição Proponente: Fundação Pio XII
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Em Apreciação Ética)

SOLUÇÃO A SER ADOTADA:

01) O sistema deverá apresentar, na árvore de arquivos, o PDF do parecer do consubstanciado do projeto.

02) O sistema deverá corrigir também a situação do protocolo ""Ep7"" de ""Parecer Consubstanciado Emitido (Em Apreciação Ética)"" para ""Parecer Consubstanciado Emitido (Aprovado)"".

OBS: O parecer consubstanciado deve ser gerado com base nas informações constantes na tabela de parecer:

TB_PARECER.CO_SEQ_PARECER = 6891074

TB_PARECER.CO_PROJETO = 2293289 (Protocolo Ep7)

TB_PARECER.ST_PARECER = A (aprovado)


OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN168] e no caso de uso UC112 - Elaborar Parecer do Colegiado.

Solicitantes:
Equipe Plataforma Brasil <plataformabrasil@saude.gov.br>
<ricardo.costa@saude.gov.br>",
111024,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-056] [657] [667] O sistema apresenta falha na funcionalidade da árvore de arquivos e na situação de protocolos.,"*CASO 01*?

Fomos comunicados pela CONEP que o sistema não está apresentando a árvore de arquivos e também não atualizou a situação dos protocolos ""Ec1"" e ""Ec2"" do projeto.

DADOS DO PROJETO:
Título da Pesquisa: PARÂMETROS PARA MEDIÇÃO DA MATURIDADE DA GESTÃO DE RISCOS NO IFRO
Pesquisador Responsável: LUCIANA BANDEIRA DE SOUZA
Área Temática:	
Versão: 2
CAAE: 76126523.1.3001.5653
Submetido em: 06/06/2024
Instituição Proponente: INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DE RONDONIA
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Pendência Emitida pelo CEP)

SOLUÇÃO A SER ADOTADA:
O sistema deverá apresentar a árvore de arquivos e corrigir a situação dos protocolos ""Ec1"" e ""Ec2"", conforme tela anexada.

*CASO 02*?

Fomos comunicados pela CONEP que o sistema não está apresentando a árvore de arquivos e também não atualizou a situação do protocolo ""Ec1"" do projeto.

DADOS DO PROJETO:

Título da Pesquisa: ASSOCIAÇÃO ENTRE ESCORE ULTRASSONOGRÁFICO DE AERAÇÃO PULMONAR E PROGNÓSTICO DE PACIENTES COM PNEUMONIA ADMITIDOS EM DEPARTAMENTO DE EMERGÊNCIA: UM ESTUDO DE COORTE
Pesquisador Responsável: JULIO CESAR GARCIA DE ALENCAR
Área Temática:	
Versão: 1
CAAE: 70074423.3.3002.5040
Submetido em: 25/07/2024
Instituição Proponente: Hospital Geral de Fortaleza/SUS
Situação da Versão do Projeto: Aguardando Apreciação de


SOLUÇÃO A SER ADOTADA:
O sistema deverá apresentar a árvore de arquivos e corrigir a situação do protocolo ""Ec1"", conforme tela anexada.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN912].

Solicitantes:
plataformabrasil@saude.gov.br",
111562,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-058] [677] O sistema apresenta falha na funcionalidade da árvore de arquivos e na situação de protocolo.,"Fomos comunicados pela pesquisadora que o sistema não está apresentando a árvore de arquivos e também não atualizou a situação do protocolo ""Ec1"" do projeto.

DADOS DO PROJETO:
Título da Pesquisa: Avaliação da transmissão da doença de Chagas no norte de Minas Gerais sob uma perspectiva de Saúde Única
Pesquisador Responsável: Silvio Fernando Guimarães de Carvalho
CAAE: 70415623.1.3001.5091
Submetido em: 26/06/2024
Instituição Proponente: Instituição Instituto René Rachou/FIOCRUZ Minas
Situação da Versão do Projeto: Aguardando parecer do colegiado

SOLUÇÃO A SER ADOTADA:
O sistema deverá apresentar a árvore de arquivos e corrigir a situação do protocolo ""Ec1"",  de ""Aguardando parecer do colegiado"" para ""Aguardando apreciação de POc"", conforme tela anexada.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN912].

Solicitantes:
plataformabrasil@saude.gov.br",
111594,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-059] [678] O sistema não atualizou a situação da emenda, após ter recebido parecer de ""aprovado"". ","Fomos notificados pelo pesquisador a respeito de problema ocorrido após a aprovação do protocolo ""E12"" do projeto  CAAE 66888423.4.1001.0068, na qual a Emenda já foi aprovada e replicada, porém não atualizou a situação.

O sistema não gerou o arquivo PDF do parecer consubstanciado e não atualizou a situação do protocolo ""E12"" de ""Parecer Consubstanciado Emitido (Em Apreciação Ética)"" para ""Parecer Consubstanciado Emitido (Aprovado)"".

DADOS DO PROJETO 
Título da Pesquisa: Estudo latino-americano de resultados cirúrgicos em pacientes pediátricos (LASOS-Peds)
Pesquisador Responsável: Vinicius Caldeira Quintao
CAAE: 66888423.4.1001.0068
Submetido em: 16/05/2024
Instituição Proponente: Hospital das Clínicas da Faculdade de Medicina da USP
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA 

O sistema deverá gerar o arquivo PDF do parecer consubstanciado referente a ""E12"" do projeto, conforme tela anexa.

A  situação do protocolo ""E12"" deve ser atualizada para ""Parecer Consubstanciado Emitido (Aprovado)"", visto que o protocolo já foi aprovado.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na Especificação Técnica 188-M.

SOLICITANTES:
plataformabrasil@saude.gov.br",
111610,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-060] [682] O sistema criou emendas em duplicidade para o mesmo centro participante.,"Fomos notificados pelo centro participante a respeito de problema ocorrido onde o sistema apresenta três emendas com origem na emenda ""E8"" do centro coordenador. Sendo assim, é necessário excluir os protocolos em duplicidade ""Ep2"" e ""Ep3"" do projeto.

DADOS DO PROJETO:
Título da Pesquisa: Estudo Randomizado, Duplo-Cego, Controlado por Placebo, Multicêntrico, de Fase III, de Olaparibe Em combinação com Abiraterona em Relação ao Placebo Em combinação com Abiraterona Como Terapia de Primeira Linha em Homens com Câncer de Próstata Resistente à Castração Metastático
Pesquisador Responsável: PATRICIA MASSAE MARUBAYASHI
CAAE: 95008418.9.2017.5471
Submetido em: 06/02/2024
Instituição Proponente: Instituto do Câncer Arnaldo Vieira de Carvalho - ICAVC
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA:
O sistema deverá excluir os protocolos em duplicidade ""Ep2"" e ""Ep3"" do projeto, conforme tela anexa.

OBJETIVO DA DEMANDA:
 - Correção do sistema para que se comporte conforme definido na regra de negócio [RN469].

SOLICITANTES:
- Equipe PB/Conep (plataformabrasil@saude.gov.br)",
110711,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-049] [641] O sistema não atualizou a situação da emenda coparticipante, após a aprovação do protocolo anterior.","Fomos notificados pela equipe de pesquisa a respeito de problema ocorrido, após a aprovação do protocolo ""Ec4"" do projeto coparticipante CAAE 57355322.9.3001.0045.
 
O sistema não habilitou o próximo protocolo da fila ""Ec5""para análise do CEP. Ou seja, o protocolo permaneceu com situação de ""Aguardando Apreciação de Ec4"", ao invés de ter sido atualizado para ""Em recepção e validação documental"". 

DADOS DO PROJETO COPARTICIPANTE
Título da Pesquisa: Estimulação do sistema His-Purkinje versus estimulação biventricular na ressincronização cardíaca em pacientes com insuficiência cardíaca congestiva
Pesquisador Responsável: Carísi Anne Polanczyk
CAAE: 57355322.9.3001.0045
Submetido em: 22/11/2022
Instituição Proponente: Hospital Ana Nery - HAN/SESAB
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA 
A  situação do protocolo ""Ec5"" deve ser atualizada para ""Em recepção e validação documental"", conforme tela anexada a esta demanda.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na Especificação Técnica 188-M.

SOLICITANTE: 
plataformabrasil@saude.gov.br

*CASO 02*?

Fomos notificados pela equipe de pesquisa a respeito de problema ocorrido, após a aprovação do protocolo ""Ec1"" do projeto coparticipante CAAE 73358723.2.3001.5487.
 
O sistema não habilitou o próximo protocolo da fila ""Ec2""para análise do CEP. Ou seja, o protocolo permaneceu com situação de ""Aguardando Apreciação de Ec1"", ao invés de ter sido atualizado para ""Em recepção e validação documental"". 

DADOS DO PROJETO COPARTICIPANTE
Título da Pesquisa: 64407564MMY3009 - Estudo de Fase 3, Randomizado Comparando Talquetamabe em Combinação com Pomalidomida (Tal-P), Talquetamabe em Combinação com Teclistamabe (Tal-Tec) e a Escolha do Investigador entre Elotuzumabe, Pomalidomida e Dexametasona (EPd) ou Pomalidomida, Bortezomibe e Dexametasona (PVd) em Participantes da Pesquisa com Mieloma Recidivado ou Refratário que receberam de 1 a 4 linhas de terapia anteriores, incluindo um Anticorpo anti-CD38 e Lenalidomida
Pesquisador Responsável: Jayr Schmidt Filho
CAAE: 73358723.2.3001.5487
Submetido em: 27/03/2024
Instituição Proponente: ESHO EMPRESA DE SERVICOS HOSPITALARES S.A.
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA 
A  situação do protocolo ""Ec2"" deve ser atualizada para ""Em recepção e validação documental"", conforme tela anexada a esta demanda.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na Especificação Técnica 188-M.

SOLICITANTE: 
plataformabrasil@saude.gov.br",
110378,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-048] [626] O sistema não atualizou a situação da emenda ""Ep2"" visto que o parecer encontra-se com pendência no CEP.","Fomos informados que o sistema não atualizou a situação do protocolo ""Ep2"" de ""Parecer Consubstanciado Emitido (Em Apreciação Ética)"" para ""Parecer Consubstanciado Emitido (Pendência Emitida pelo CEP)"", visto que o parecer encontra-se com status de pendência.

DADOS DO PROJETO COPARTICIPANTE
Título da Pesquisa: Um Estudo Clínico Fase II para Estudar a Eficácia e a Segurança de Pembrolizumabe (MK-3475) e Pembrolizumabe em Combinação com Outros Agentes Investigacionais em Participantes com Câncer de Bexiga Não Músculo-Invasivo (NMIBC) de Alto Risco Não Responsivo à Terapia com Bacillus Calmette-Guerin (BCG)
Pesquisador Responsável: Ronald Kool
CAAE: 53515816.2.2013.0098
Submetido em: 06/05/2024
Instituição Proponente: Hospital Erasto Gaertner
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Em Apreciação Ética)

SOLUÇÃO A SER ADOTADA 
A situação do protocolo ""Ep2"" deve ser atualizada para ""Parecer Consubstanciado Emitido (Pendência Emitida pelo CEP)"", visto que o parecer emitido encontra-se com status de pendente, conforme tela anexa a esta demanda.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na Especificação Técnica 188-M.

SOLICITANTES:
plataformabrasil@saude.gov.br","SOLUÇÃO A SER ADOTADA (atualizada):
A situação do protocolo ""Ep2"" deve ser atualizada para ""Parecer Consubstanciado Emitido (Aprovado)"", visto que o parecer emitido encontra-se com status de pendente, conforme tela anexa a esta demanda."
109905,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-046] [613] [614] [615] [618] Os campos de Informações básicas do projeto não foram replicadas ao centro participante.,"*CASO 1*

Não é possível dar seguimento na resposta da pendência devido aos campos de informações básicas do projeto não contar com as informações replicadas do Centro Coordenador sobre ""Área Temática Especial"" e ""Grandes Áreas de Conhecimento"". Sem essas informações, não se pode dar continuidade na página seguinte na submissão da Emenda E1.

DADOS DO PROJETO:
Título da Pesquisa: Estudo randomizado, duplo-cego, controlado por placebo, de grupos paralelos e determinação de intervalo posológico para avaliar a eficácia, segurança e tolerabilidade do SAR443765 subcutâneo em participantes adultos com asma moderada a grave DRI16762 - AIRCULES
Pesquisador Responsável: Daniela Cavalet Blanco
CAAE: 73877323.6.2003.5336
Submetido em: 16/11/2023
Instituição Proponente: UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA
Situação da Versão do Projeto: Aguardando Apreciação de

SOLUÇÃO A SER ADOTADA:
O campo deve apresentar a mesma informação que foi preenchida pelo centro coordenador e que consta nas informações básicas do projeto.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN469] e na Especificação Técnica 188-M.

*CASO 2*

Quando acessada a página da plataforma Brasil Em: Pesquisador > Cadastro do projeto > Área do estudo. Na página 2, em  ""Grandes Áreas do Conhecimento"", onde tenta-se preencher o campo, o mesmo encontra-se bloqueado e não se consegue seguir com a submissão da Emenda 14.

DADOS DO PROJETO:
Título da Pesquisa: Avaliação de Antibioticoterapia em Traqueobronquite Associada à Ventilação (VATICAN).
Pesquisador Responsável: LIVIA ALVES DE MEDEIROS
CAAE: 48749421.0.2062.5201
Submetido em: 11/03/2024
Instituição Proponente: FUNDACAO PROFESSOR MARTINIANO FERNANDES - IMIP HOSPITALAR
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA:
O campo deve apresentar a mesma informação que foi preenchida pelo centro coordenador e que consta nas informações básicas do projeto.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN469] e na Especificação Técnica 188-M.

*CASO 3*

O centro participante do projete está enfrentando um problema no sistema, que está impossibilitando o progresso do avanço para página 6, prejudicando o processo de submissão no PO do projeto. Ocorre a mensagem de erro: ""O campo Grupos em que serão divididos os participantes da pesquisa nesse centro"".

DADOS DO PROJETO:
Título da Pesquisa: Protocolo XL092-305: Estudo de fase 2/3, randomizado, duplo-cego e controlado de zanzalintinibe (XL092) em combinação com pembrolizumabe comparado ao pembrolizumabe no tratamento de primeira linha de participantes com carcinoma de células escamosas de cabeça e pescoço recidivante ou metastático com expressão positiva para PD-L1
Pesquisador Responsável: PATRICIA MASSAE MARUBAYASHI
CAAE: 77549224.5.2001.5471
Submetido em: 27/05/2024
Instituição Proponente: Instituto do Câncer Arnaldo Vieira de Carvalho - ICAVC
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA:
O campo deve apresentar a mesma informação que foi preenchida pelo centro coordenador e que consta nas informações básicas do projeto.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN469] e na Especificação Técnica 188-M.

SOLICITANTE:
plataformabrasil@saude.gov.br","Prezado Elmo.

Segue para sua análise, aprovação e seguimento."
109572,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-044] [531]  O sistema não gerou réplica do projeto coordenador para o centro participante.,"Recebemos a notificação de que a emenda E6 do centro coordenador não foi replicada para o pesquisador Murillo de Oliveira Antunes responsável pelo centro participante ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS.


Dados do projeto Coordenador:?
Título da Pesquisa: EVOLVE-MI:
 Um Estudo Multicêntrico Randomizado Pragmático de EVOLocumabe 
Administrado Muito Precocemente para Reduzir o Risco de Eventos 
Cardiovasculares em Pacientes Hospitalizados Com Infarto Agudo do 
Miocárdio
Pesquisador Responsável: Raul Dias dos Santos Filho
Area Temática: ???Pesquisas com coordenação e/ou patrocínio originados fora do Brasil, excetuadas aquelas com copatrocínio do Governo Brasileiro;
Versão: 10
CAAE: 58045522.0.1001.0071
Submetido em: 15/01/2024
Instituição Proponente: SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)
Localização atual da Versão do Projeto: Pesquisador Responsável Patrocinador Principal:  Amgen Inc.

			            
Dados do projeto Participante:?		            
Título da Pesquisa: EVOLVE-MI: Um Estudo Multicêntrico Randomizado Pragmático de EVOLocumabe Administrado Muito Precocemente para Reduzir o Risco de Eventos Cardiovasculares em Pacientes Hospitalizados Com Infarto Agudo do Miocárdio
Pesquisador Responsável: Murillo de Oliveira Antunes
??????Área Temática: ???Pesquisas com coordenação e/ou patrocínio originados fora do Brasil, excetuadas aquelas com copatrocínio do Governo Brasileiro;
Versão: 5
CAAE: 58045522.0.2014.5514
Submetido em: 10/04/2024
Instituição Proponente: ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)
Localização atual da Versão do Projeto: Pesquisador Responsável
??????Patrocinador Principal: ????????????Amgen Inc.

Solução a ser adotada:?
Deve ser gerada a réplica da Emenda na apreciação deve apresentar a (Ep4) com origem E6 na situação em recepção e validação documental 

Objetivo da demanda:?
- Correção do sistema para que se comporte conforme definido na regra de negócio [RN469] e na Especificação Técnica 188-M.

Solicitantes:?
plataformabrasil@saude.gov.br
Lailah Cristina De Carvalho Abrao <lailah.abrao@einstein.br
","Prezados(as), 

Por se tratar de *centro participante* , a situação correta a ser atribuída ao protocolo Ep4 deve ser de:
"" +Em edição+ "" e não de "" +Em recepção e validação documental+ "", como foi informado na descrição da demanda. "
109511,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-041] [500] [574] O sistema apresenta mensagem ""Não é possível concluir esta operação. Existem protocolos vinculados a este projeto na CONEP, que aguardam indicação de comitê de ética"", ao tentar submeter emenda.","Ao tentar submeter a emenda ""E1"" no protocolo CAAE: 64456722.8.0000.5624, o sistema apresenta mensagem de que o protocolo está aguardando indicação de comitê de ética, na etapa 6.

Dados do projeto:
Título da Pesquisa: PESQUISA DE OPINIÃO SOBRE O PROJETO DE EXTENSÃO MULHERES CIENTISTAS NO CARIRI
Pesquisador Responsável: ERICA BOIZAN BATISTA
CAAE: 64456722.8.0000.5624
Submetido em: 08/12/2022
Instituição Proponente: UNIVERSIDADE FEDERAL DO CARIRI-UFCA
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

Solução a ser adotada:
- O sistema deverá permitir que o pesquisador consiga submeter a emenda ao CEP.

Objetivo da demanda:
- Correção do sistema para que se comporte conforme definido nos casos de uso UC036 - Manter Pesquisa Simplificada e UC026 - Enviar pesquisa para o CEP.

Solicitantes:
plataformabrasil@saude.gov.br","*[CASO 02]*

O problema ocorre quando a assistente tenta submeter a emenda ""Ep1"", originada pela emenda ""E14"" do centro coordenador.

DADOS DO PROJETO PARTICIPANTE:

Título da Pesquisa: Avaliação de Antibioticoterapia em Traqueobronquite Associada à Ventilação (VATICAN).
Pesquisador Responsável: Meton Soares de Alencar Filho
CAAE: 48749421.0.2037.5624
Instituição Participante: HOSPITAL MATERNIDADE SAO VICENTE DE PAULO

SOLICITANTES:
- Equipe PB/Conep (plataformabrasil@saude.gov.br)
- Jussara Alencar Arraes <jussaraexu@hotmail.com>"
109418,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-038] [519] O sistema apresenta carregamento contínuo ao tentar editar a emenda ""E4"" do projeto CAAE 31591720.5.0000.5404","Recebemos  da pesquisadora o relato de problema para acessar o projeto e assim responder a pendencia apontada pelo CEP, ao tentar acessar o projeto abaixo o sistema fica processando e não conclui o processamento e não habilita para edição.

Dados do projeto:

Título da Pesquisa: REBRACO - REde BRAsileira em estudos do COVID-19 em Obstetrícia: prevalência na internação para parto e investigação viral em diferentes amostras biológicas
Pesquisador Responsável: Maria Laura Costa do Nascimento
Área Temática:	
Versão: 9
CAAE: 31591720.5.0000.5404
Submetido em: 15/10/2021
Instituição Proponente: Hospital da Mulher Prof. Dr. José Aristodemo Pinotti - CAISM
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)
Localização atual da Versão do Projeto: Pesquisador Responsável
Patrocinador Principal:		Financiamento Próprio

SOLUÇÃO A SER ADOTADA:
- Quando a pesquisadora e/ou seus assistentes acionarem a opção de edição da pesquisa (ícone de lápis) no protocolo ""E4"", o sistema deve apresentar a tela para edição da emenda, possibilitando o seu preenchimento.

OBJETIVO DA DEMANDA:
- Correção do sistema para que se comporte conforme definido nos casos de uso UC036 - Manter Pesquisa Simplificada.

SOLICITANTES:
 Maria Laura Costa do Nascimento <mlaura@unicamp.br>","*CASO 5*

O pesquisador está tentando responder as pendências do projeto de pesquisa no protocolo ""PO"", mas o sistema fica somente carregando e não permite que ele edite o projeto, conforme demonstrado em tela.

DADOS DO PROJETO:
Título da Pesquisa: Estudo da composição genômica e da expressão gênica de isolados de Mycobacterium kansasii
Pesquisador Responsável: Philip Noel Suffys
CAAE:
Submetido em: 12/05/2023
Instituição Proponente: FUNDACAO OSWALDO CRUZ
Situação da Versão do Projeto: Documentação Recusada

SOLUÇÃO A SER ADOTADA:
- O sistema deverá permitir que o pesquisador consiga editar o projeto de pesquisa e responder a pendência sem que aconteça o erro de carregamento contínuo da página.

OBJETIVO DA DEMANDA:
- Correção do sistema para que se comporte conforme definido nos casos de uso UC036 - Manter Pesquisa Simplificada.

SOLICITANTES:
plataformabrasil@saude.gov.br"
109334,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-037] [588] Protocolos ""POc"" e ""Ec1"" do mesmo projeto coparticipante sendo tramitados simultaneamente no CEP.","Fomos notificados pelo CEP a respeito de problema ocorrido na análise do projeto coparticipante CAAE 4446923.5.3001.0049, onde o ""POc"" está com pendência e a emenda ""Ec1"" está com a situação de documentação recusada.

SOLUÇÃO A SER ADOTADA:
- O protocolo ""Ec1"" deverá ter sua situação ajustada para ""Aguardando apreciação de POc"". 
- O trâmite de análise gerado para o protocolo ""Ec1"" deverá ser removido, conforme demonstrado em tela anexa a esta demanda.

DADOS DO PROJETO COPARTICIPANTE:
Título da Pesquisa: Associação entre ansiedade, depressão, sintomas e qualidade de vida em pacientes com câncer em cuidados paliativos e seus cuidadores.
Pesquisador Responsável: Alejandra Maria Alvarado Garcia
CAAE: 74446923.5.3001.0049
Submetido em: 10/05/2024
Instituição Proponente: EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH
Situação da Versão do Projeto: Documentação Recusada

SOLICITANTE:
plataformabrasil@saude.gov.br

OBJETIVO DA DEMANDA: 
Correção do sistema para que se comporte conforme definido na Especificação Técnica 188-M.",
109332,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-036] [584] O sistema apresenta falha na funcionalidade da árvore de arquivos.,"*CASO 01*?

Fomos comunicados pela CONEP que o sistema não está apresentando a árvore de arquivos do projeto CAAE: 21767019.0.3002.0096.

DADOS DO PROJETO:
Título da Pesquisa: Buscando marcadores da resposta terapêutica na Leucemia Linfoblástica Aguda (LLA): Monitoramento das variações da expressão gênica e do microbioma entérico em pacientes pediátricos com LLA ao longo do tratamento quimioterápico
Pesquisador Responsável: Roberto Rosati
CAAE: 21767019.0.3002.0096
Submetido em: 15/08/2023
Instituição Proponente: Hospital de Clínicas da Universidade Federal do Paraná
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

SOLUÇÃO A SER ADOTADA:
O sistema deverá apresentar a árvore de arquivos do projeto.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN912].

Solicitantes:
plataformabrasil@saude.gov.br","*CASO 02*

Fomos comunicados pela CONEP que o sistema não está apresentando a árvore de arquivos do projeto CAAE: 74446923.5.3001.0049.

DADOS DO PROJETO:
Título da Pesquisa: Associação entre ansiedade, depressão, sintomas e qualidade de vida em pacientes com câncer em cuidados paliativos e seus cuidadores.
Pesquisador Responsável: Alejandra Maria Alvarado Garcia
CAAE: 74446923.5.3001.0049
Submetido em: 10/05/2024
Instituição Proponente: EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH
Situação da Versão do Projeto: Documentação Recusada

SOLUÇÃO A SER ADOTADA:
O sistema deverá apresentar a árvore de arquivos do projeto.

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN912].

Solicitantes:
plataformabrasil@saude.gov.br"
109240,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,[PB-2024-030] [577] O sistema apresenta erro interno ao submeter emenda no projeto de pesquisa.,"O pesquisador relata que estava tentando submeter emenda no projeto protocolo ""POp"" de centro participante CAAE: 53139221.7.2002.9507 e o sistema Plataforma Brasil apresentou a tela de erro.

Dados do Projeto:
Título da Pesquisa: APL2-GA-305: Um estudo de extensão, de fase 3, aberto e multicêntrico para avaliar a segurança e a eficácia em longo prazo do Pegcetacoplan em pacientes com atrofia geográfica secundária a degeneração macular relacionada à idade.
Pesquisador Responsável: Márcio Bittar Nehemy
CAAE: 53139221.7.2002.9507
Submetido em: 08/08/2022
Instituição Proponente: Instituto da Visão - Hospital de Olhos LTDA
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado)

Descrição do problema: 
- O sistema apresenta erro interno ao clicar na opção ""Submeter emenda"" do protocolo ""POp"".

Solicitantes: 
- Equipe PB/Conep (plataformabrasil@saude.gov.br)

Objetivo da demanda: 
- Correção do sistema para que se comporte conforme definido nos casos de uso UC036 - Manter Pesquisa Simplificada e UC026 - Enviar pesquisa para o CEP.",
109146,Subproj Plataforma Brasil,Demanda,Demanda - Entregue,"[PB-2024-029] [575] O sistema não atualizou a situação de emenda coparticipante, após a aprovação do protocolo anterior.","Fomos informados pelo CEP, que o sistema não atualizou o protocolo ""Ec5"" para o status de ""Em recepção e validação documental"", uma vez que o parecer consubstanciado da ""Ec4"" já se encontra aprovado.

SOLUÇÃO A SER ADOTADA:

- A situação do protocolo ""Ec5""  encontra-se com o status de: ""Aguardando apreciação de Ec4"", mas deve ser atualizada para ""Em recepção e validação documental"", conforme tela anexada a esta demanda. 

DADOS DO PROJETO COPARTICIPANTE

Título da Pesquisa: Saúde de precisão: correlação entre perfil genômico, epidemiológico, clínico e familiar em doenças cardiovasculares
Pesquisador Responsável: Jose Eduardo Krieger
CAAE: 55200322.5.3008.5192
Submetido em: 26/05/2023
Instituição Proponente: PRONTO S.CARDIOLOGICO DE PE.PROF.LUIZ TAVARES-PROCAPE
Situação da Versão do Projeto: Parecer Consubstanciado Emitido (Aprovado

OBJETIVO DA DEMANDA:
Correção do sistema para que se comporte conforme definido na regra de negócio [RN916] e Especificação Técnica 188-M.

SOLICITANTES:
Alessandra dos Santos - plataformabrasil@saude.gov.br",
